日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2016/1/29,'000001,上证指数,2737.5996,2755.3665,2649.7905,2652.8544,2655.6609,81.9387,3.0854,186673106,1.80E+11
2016/1/28,'000001,上证指数,2655.6609,2740.5358,2647.4931,2711.1582,2735.5578,-79.8969,-2.9207,171120280,1.67E+11
2016/1/27,'000001,上证指数,2735.5578,2768.7719,2638.3016,2756.082,2749.7854,-14.2276,-0.5174,215722046,2.07E+11
2016/1/26,'000001,上证指数,2749.7854,2911.9907,2743.8393,2907.7177,2938.5149,-188.7295,-6.4226,210836054,2.13E+11
2016/1/25,'000001,上证指数,2938.5149,2955.7826,2911.8286,2934.0781,2916.5624,21.9525,0.7527,153039057,1.64E+11
2016/1/22,'000001,上证指数,2916.5624,2931.3587,2851.7325,2911.1123,2880.4816,36.0808,1.2526,159810734,1.70E+11
2016/1/21,'000001,上证指数,2880.4816,2998.7904,2880.0848,2934.3912,2976.6938,-96.2122,-3.2322,191675668,2.04E+11
2016/1/20,'000001,上证指数,2976.6938,3016.2827,2951.9219,2993.0138,3007.7393,-31.0455,-1.0322,216505474,2.35E+11
2016/1/19,'000001,上证指数,3007.7393,3012.0684,2906.4038,2914.4078,2913.8367,93.9026,3.2226,205279703,2.23E+11
2016/1/18,'000001,上证指数,2913.8367,2945.4496,2844.7042,2847.5389,2900.97,12.8667,0.4435,164699694,1.74E+11
2016/1/15,'000001,上证指数,2900.97,3001.708,2883.868,2988.048,3007.649,-106.679,-3.5469,198721697,2.07E+11
2016/1/14,'000001,上证指数,3007.649,3012.293,2867.553,2874.049,2949.597,58.052,1.9681,212905644,2.18E+11
2016/1/13,'000001,上证指数,2949.597,3059.015,2949.29,3041.107,3022.861,-73.264,-2.4237,194282106,2.08E+11
2016/1/12,'000001,上证指数,3022.861,3047.664,2978.463,3026.159,3016.704,6.157,0.2041,207659622,2.24E+11
2016/1/11,'000001,上证指数,3016.704,3166.215,3016.697,3131.853,3186.412,-169.708,-5.326,271643691,2.86E+11
2016/1/8,'000001,上证指数,3186.412,3235.451,3056.878,3194.625,3125.002,61.41,1.9651,286440822,3.24E+11
2016/1/7,'000001,上证指数,3125.002,3309.657,3115.885,3309.657,3361.84,-236.838,-7.0449,70569123,79981988654
2016/1/6,'000001,上证指数,3361.84,3362.974,3288.933,3291.195,3287.711,74.129,2.2547,238886670,2.85E+11
2016/1/5,'000001,上证指数,3287.711,3328.139,3189.605,3196.651,3296.258,-8.547,-0.2593,266882083,3.28E+11
2016/1/4,'000001,上证指数,3296.258,3538.689,3295.741,3536.589,3539.182,-242.924,-6.8638,184418423,2.41E+11
